"","ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Gene.symbol","Gene.title","Gene.ID"
"224820_at","224820_at",0.00569151538231259,0.000946035515216402,-3.91875430793925,-1.47197258102584,-0.667490015384613,"","COX20","COX20, cytochrome c oxidase assembly factor","116228"
"209709_s_at","209709_s_at",0.0056919877913482,0.000946295360765741,-3.91863321120458,-1.47224505666432,-0.337854,"U29343","HMMR","hyaluronan mediated motility receptor","3161"
"205672_at","205672_at",0.0056919877913482,0.000946322250084227,3.91862068177878,-1.4722732486546,0.513893138461539,"NM_000380","XPA","XPA, DNA damage recognition and repair factor","7507"
"203089_s_at","203089_s_at",0.00569508919544823,0.000947080598667343,3.91826746591313,-1.4730680030064,0.538852692307694,"NM_013247","HTRA2","HtrA serine peptidase 2","27429"
"238551_at","238551_at",0.00569508919544823,0.000947093914825572,3.9182612661748,-1.47308195268644,1.11828626153846,"BF541967","FUT11","fucosyltransferase 11","170384"
"1570198_x_at","1570198_x_at",0.00569508919544823,0.000947150362216933,-3.91823498635998,-1.47314108338673,-0.539089476923076,"BC019872","","",""
"206713_at","206713_at",0.00569717848363633,0.000947602032559465,-3.91802476173978,-1.47361409640824,-0.62294006153846,"NM_014917","NTNG1","netrin G1","22854"
"207653_at","207653_at",0.00569777835550812,0.00094780601999719,3.91792985102896,-1.47382764818792,0.992636723076926,"NM_004474","FOXD2","forkhead box D2","2306"
"235048_at","235048_at",0.0056986423012815,0.000948161503777819,3.91776450130277,-1.47419968860761,1.01362513846154,"AV720650","FAM169A","family with sequence similarity 169 member A","26049"
"236180_at","236180_at",0.0056986423012815,0.000948244760893364,3.91772578404391,-1.47428680305976,0.846792015384618,"W57613","","",""
"1558529_s_at","1558529_s_at",0.0056986423012815,0.000948262417138712,-3.91771757375391,-1.4743052763335,-0.494465246153844,"BU147359","LOC728323","uncharacterized LOC728323","728323"
"225388_at","225388_at",0.00570532226436152,0.000949478322513498,3.91715253567713,-1.47557661180772,1.03715475384615,"AI928507","TSPAN5","tetraspanin 5","10098"
"220344_at","220344_at",0.00570577507263429,0.000949716361777991,-3.9170420021512,-1.47582531023128,-0.498296446153846,"NM_020643","C11orf16","chromosome 11 open reading frame 16","56673"
"218046_s_at","218046_s_at",0.00570577507263429,0.000949762394806486,-3.91702062991109,-1.47587339730847,-0.422453876923077,"NM_016065","MRPS16","mitochondrial ribosomal protein S16","51021"
"1562256_at","1562256_at",0.00570659694535372,0.000950003573783439,-3.91690867212166,-1.47612529951458,-0.521486769230768,"AL832400","NLRP1","NLR family pyrin domain containing 1","22861"
"226348_at","226348_at",0.00571615913320115,0.000951847319860459,3.9160537235923,-1.47804889030914,0.918809584615385,"AK026764","FUT11","fucosyltransferase 11","170384"
"204982_at","204982_at",0.00571615913320115,0.000951876385470077,3.91604025907123,-1.47807918448857,0.392635476923077,"NM_014776","GIT2","GIT ArfGAP 2","9815"
"224828_at","224828_at",0.00571615913320115,0.000951909079246392,3.91602511430833,-1.47811325907673,0.893964723076927,"AV704132","CPEB4","cytoplasmic polyadenylation element binding protein 4","80315"
"231949_at","231949_at",0.00571963883909833,0.000952593164496194,-3.91570834417035,-1.47882596549944,-0.332826999999997,"BF437720","","",""
"228400_at","228400_at",0.00571993025460124,0.00095284268658721,-3.91559285792752,-1.47908579860184,-0.724140707692305,"","SHROOM3","shroom family member 3","57619"
"1555565_s_at","1555565_s_at",0.00571993025460124,0.000952850932947565,3.91558904178277,-1.47909438455381,0.320480830769232,"AF314222","TAPBP","TAP binding protein (tapasin)","6892"
"1553586_at","1553586_at",0.00572262177835142,0.000953403964865168,-3.91533319208431,-1.4796700195572,-0.357959199999999,"","FBXL19-AS1","FBXL19 antisense RNA 1 (head to head)","283932"
"222800_at","222800_at",0.00572373218343765,0.000953693647757055,3.9151992349968,-1.47997140757643,0.508767000000002,"BC000680","TRNAU1AP","tRNA selenocysteine 1 associated protein 1","54952"
"1556344_at","1556344_at",0.00572727908712085,0.000954470241051619,-3.91484031812175,-1.48077892450946,-0.340908738461536,"BU621258","LOC150051","uncharacterized LOC150051","150051"
"AFFX-BioDn-5_at","AFFX-BioDn-5_at",0.00572727908712085,0.00095449413885405,3.91482927794251,-1.48080376338812,0.845950784615388,"","","",""
"205038_at","205038_at",0.00572993535303279,0.000955041625462969,-3.91457642863688,-1.48137263763328,-0.463664538461538,"BG540504","IKZF1","IKAROS family zinc finger 1","10320"
"221390_s_at","221390_s_at",0.00572999525432589,0.000955156410570209,-3.91452343505471,-1.4814918650717,-0.493398692307693,"NM_004686","ASB12///MTMR8","ankyrin repeat and SOCS box containing 12///myotubularin related protein 8","142689///55613"
"1560767_at","1560767_at",0.00573035867505157,0.000955351113245839,-3.91443355996605,-1.48169406990574,-0.579946553846153,"AK094433","HCG22","HLA complex group 22","285834"
"244767_at","244767_at",0.00573035867505157,0.00095542660597659,3.91439871731739,-1.48177246027728,0.552436323076924,"AA505135","FRA10AC1","fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1","118924"
"217265_at","217265_at",0.00573590901185617,0.000956511462225056,-3.91389832025228,-1.48289826628725,-0.409636953846153,"","","",""
"221795_at","221795_at",0.00573590901185617,0.000956644201723099,3.91383713224031,-1.48303592771276,0.930009153846155,"AI346341","NTRK2","neurotrophic receptor tyrosine kinase 2","4915"
"218507_at","218507_at",0.00573590901185617,0.000956666744931255,3.91382674149588,-1.48305930489777,3.46025629230769,"NM_013332","HILPDA","hypoxia inducible lipid droplet associated","29923"
"217307_at","217307_at",0.0057370249831933,0.000956957802409198,-3.91369260759102,-1.48336107997837,-0.43074566153846,"AF086790","ACO2","aconitase 2","50"
"202142_at","202142_at",0.00573791131415004,0.000957298338891321,3.91353572302748,-1.48371403837802,0.413350153846157,"BC003090","COPS8","COP9 signalosome subunit 8","10920"
"225386_s_at","225386_s_at",0.00573791131415004,0.000957328335868107,3.91352190614574,-1.48374512349231,0.497182692307694,"","HNRNPLL","heterogeneous nuclear ribonucleoprotein L like","92906"
"224280_s_at","224280_s_at",0.00573791131415004,0.000957420483200563,3.91347946494808,-1.48384060730875,0.350031199999998,"AL512766","MTFR1L","mitochondrial fission regulator 1 like","56181"
"232693_s_at","232693_s_at",0.00573858113337848,0.000957697293059075,3.91335199647375,-1.48412738413251,2.50254827692307,"AK021850","FBXO16///ZNF395","F-box protein 16///zinc finger protein 395","157574///55893"
"243861_at","243861_at",0.00573858113337848,0.000957742164464172,3.91333133705977,-1.48417386331676,0.30894936923077,"BF507437","FNIP1","folliculin interacting protein 1","96459"
"202009_at","202009_at",0.00574111251911979,0.000958269645166661,3.91308855016814,-1.48472007926343,0.427892046153848,"NM_007284","TWF2","twinfilin actin binding protein 2","11344"
"206702_at","206702_at",0.00574499491841087,0.000959022745685159,-3.91274214719548,-1.48549940265143,-2.09203695384615,"NM_000459","TEK","TEK receptor tyrosine kinase","7010"
"237421_at","237421_at",0.0057451998347266,0.000959162031849738,-3.91267810965505,-1.48564347101501,-0.590022138461538,"BF509605","","",""
"241745_at","241745_at",0.00574759797721052,0.000959667525083765,3.91244578454986,-1.48616614223994,0.802915015384615,"BF671564","LOC100507557","uncharacterized LOC100507557","100507557"
"227200_at","227200_at",0.00575669583167851,0.000961291869103334,3.91170006179915,-1.48784380545602,0.748471830769233,"AI871408","ETV3","ETS variant 3","2117"
"1554609_at","1554609_at",0.00575672614931094,0.000961402221661788,-3.91164944555655,-1.48795767646508,-0.512804384615383,"","LOC100287896","uncharacterized LOC100287896","100287896"
"228603_at","228603_at",0.00575879445822501,0.000961852967398459,3.91144275887861,-1.48842265661945,0.940101800000002,"AA977481","ACTR3","ARP3 actin related protein 3 homolog","10096"
"224342_x_at","224342_x_at",0.0057589898980753,0.000961990941730621,-3.91137951094963,-1.48856494415002,-0.419959646153846,"L14452","BMS1P20","BMS1, ribosome biogenesis factor pseudogene 20","96610"
"219532_at","219532_at",0.00576397226148692,0.00096292862618055,3.91094991305304,-1.48953139577796,0.758764400000001,"NM_022726","ELOVL4","ELOVL fatty acid elongase 4","6785"
"225053_at","225053_at",0.00576866675526507,0.000963892863930576,3.91050858561478,-1.49052422461274,0.38212716923077,"W94952","CNOT7","CCR4-NOT transcription complex subunit 7","29883"
"204983_s_at","204983_s_at",0.00576866675526507,0.000963923904455449,-3.91049438583254,-1.4905561688681,-0.608240769230765,"AF064826","GPC4","glypican 4","2239"
"209504_s_at","209504_s_at",0.00577130216326109,0.000964469828362443,-3.91024472243578,-1.49111781734723,-0.825067523076924,"AF081583","PLEKHB1","pleckstrin homology domain containing B1","58473"
"1553096_s_at","1553096_s_at",0.0057733641497332,0.000964996030364388,3.91000421194762,-1.49165887205605,0.424437784615384,"NM_138627","BCL2L11","BCL2 like 11","10018"
"1566454_at","1566454_at",0.0057733641497332,0.00096502560520186,-3.90999069810432,-1.4916892728354,-0.50406283076923,"AK090481","LOC100507494","uncharacterized LOC100507494","100507494"
"203107_x_at","203107_x_at",0.00577566108351283,0.000965515177015222,3.90976705464697,-1.49219238034592,0.35237463076923,"NM_002952","SNORA64///RPS2","small nucleolar RNA, H/ACA box 64///ribosomal protein S2","26784///6187"
"205683_x_at","205683_x_at",0.00578422587178798,0.000967052742460246,-3.9090654087522,-1.49377078287104,-1.51443227692307,"NM_003294","TPSAB1","tryptase alpha/beta 1","7177"
"208009_s_at","208009_s_at",0.00578653833156963,0.000967545192998802,-3.90884092172266,-1.4942757768466,-0.653774230769228,"NM_014448","ARHGEF16","Rho guanine nucleotide exchange factor 16","27237"
"1566138_at","1566138_at",0.00578656610205216,0.000967655672081626,-3.90879057474016,-1.4943890343423,-0.593697476923077,"","","",""
"210962_s_at","210962_s_at",0.00579561062097022,0.000969334400007483,-3.90802625912913,-1.49610837517185,-0.838334107692305,"AB019691","AKAP9","A-kinase anchoring protein 9","10142"
"1565436_s_at","1565436_s_at",0.00579561062097022,0.00096938013952945,3.90800545269223,-1.49615517915886,1.52596150769231,"AF024540","KMT2A","lysine methyltransferase 2A","4297"
"203398_s_at","203398_s_at",0.00579921947813967,0.000970089828021315,-3.90768274835874,-1.49688109810853,-0.37101716923077,"NM_004482","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3","2591"
"218490_s_at","218490_s_at",0.00580477142326598,0.000971204113222092,3.90717654448455,-1.49801978534576,0.681573769230774,"NM_018443","ZNF302","zinc finger protein 302","55900"
"209932_s_at","209932_s_at",0.00580477142326598,0.000971230891267256,3.90716438674308,-1.49804713357244,0.675210861538464,"U90223","DUT","deoxyuridine triphosphatase","1854"
"237307_at","237307_at",0.00580790116319317,0.00097186077260273,-3.90687850521247,-1.49869020734862,-0.703296384615382,"AW299734","","",""
"213705_at","213705_at",0.00580793624317822,0.000971972869228729,3.90682764780755,-1.49880460763914,0.926110169230768,"AW301861","GGCX","gamma-glutamyl carboxylase","2677"
"210472_at","210472_at",0.00580918008891401,0.000972287279262042,-3.90668503358408,-1.49912540793178,-0.29603703076923,"BC005311","MT1G","metallothionein 1G","4495"
"209332_s_at","209332_s_at",0.00580948118753731,0.000972485994418891,3.90659492152479,-1.49932810786459,0.432121430769239,"BC003525","MAX","MYC associated factor X","4149"
"205987_at","205987_at",0.00580948118753731,0.000972550183987727,-3.9065658171876,-1.49939357566899,-1.57596067692308,"NM_001765","CD1C","CD1c molecule","911"
"235990_at","235990_at",0.00581354831106169,0.000973337379779765,-3.9062090490027,-1.50019609250241,-0.472073507692305,"BF431309","LOC100130987","uncharacterized LOC100130987","100130987"
"236583_at","236583_at",0.00581524551203811,0.000973727895065549,-3.90603216897619,-1.50059396508806,-1.28763643076923,"AA286867","GIMAP1","GTPase, IMAP family member 1","170575"
"203845_at","203845_at",0.00581559592970604,0.000973892937034998,3.90595743616159,-1.50076206799932,0.504507646153847,"AV727449","KAT2B","lysine acetyltransferase 2B","8850"
"1566908_at","1566908_at",0.00581789694722839,0.000974384679392233,-3.90573484483128,-1.50126275990816,-0.681023446153845,"BC033939","STPG3","sperm-tail PG-rich repeat containing 3","441476"
"209835_x_at","209835_x_at",0.005818482445831,0.000974589158462191,3.90564231869556,-1.50147088531073,1.35610923076924,"BC004372","CD44","CD44 molecule (Indian blood group)","960"
"224748_at","224748_at",0.00581848354706277,0.000974820866748488,-3.90553749486778,-1.50170667219277,-0.50400586153846,"AK025925","DCAF7","DDB1 and CUL4 associated factor 7","10238"
"210607_at","210607_at",0.00581848354706277,0.00097489361612946,3.90550458849776,-1.50178069045338,0.726363769230772,"U03858","FLT3LG","fms related tyrosine kinase 3 ligand","2323"
"211969_at","211969_at",0.00581848354706277,0.000974908601273745,3.90549781064585,-1.50179593627255,0.424898107692309,"BG420237","HSP90AA1","heat shock protein 90 alpha family class A member 1","3320"
"230398_at","230398_at",0.00582058334515462,0.000975366888126322,-3.90529057558739,-1.50226208101131,-0.439242907692305,"AA158731","TNS4","tensin 4","84951"
"210790_s_at","210790_s_at",0.00582333710274768,0.000975934849062222,3.90503388141985,-1.50283947347286,0.563826615384618,"BC003658","SAR1A","secretion associated Ras related GTPase 1A","56681"
"232035_at","232035_at",0.00582539460055844,0.000976479649967151,-3.90478779483109,-1.50339300249598,-0.49195406153846,"BE740761","HIST1H4H","histone cluster 1, H4h","8365"
"231033_at","231033_at",0.00582539460055844,0.00097652270066679,3.90476835467781,-1.50343672960161,0.878687830769232,"AI819863","DSC2","desmocollin 2","1824"
"213243_at","213243_at",0.00582539460055844,0.000976599303314471,3.90473376578462,-1.50351453100416,0.641544892307694,"","VPS13B","vacuolar protein sorting 13 homolog B","157680"
"1562300_at","1562300_at",0.00583397935276491,0.000978145198478206,3.90403631645709,-1.50508330197936,0.322283476923078,"BC013084","","",""
"224400_s_at","224400_s_at",0.00583447597261494,0.00097833517543546,-3.90395068205695,-1.50527591737487,-1.15422275384616,"AF332473","CHST9","carbohydrate sulfotransferase 9","83539"
"1556404_a_at","1556404_a_at",0.00583505234538479,0.000978593230265226,3.90383438734678,-1.50553749562296,0.521147323076923,"AK094370","ZNRF2P1","zinc and ring finger 2 pseudogene 1","441208"
"204739_at","204739_at",0.00583505234538479,0.000978665210856703,3.90380195411715,-1.50561044659351,0.714842507692308,"NM_001812","CENPC","centromere protein C","1060"
"214393_at","214393_at",0.00583505234538479,0.000978751990114749,3.9037628560291,-1.50569838852871,0.271544153846155,"AI884814","RND2","Rho family GTPase 2","8153"
"243177_at","243177_at",0.00583970777675758,0.000979639684104628,-3.90336310746558,-1.50659752389512,-0.297567476923077,"AI912225","","",""
"228159_at","228159_at",0.00584256085147649,0.000980225161236284,-3.90309965198337,-1.50719009693213,-0.914545369230765,"N45312","WDFY2","WD repeat and FYVE domain containing 2","115825"
"1557656_at","1557656_at",0.00584402034693525,0.000980576911985075,-3.90294144528901,-1.50754593897706,-0.614057846153846,"AK093266","LINC00642","long intergenic non-protein coding RNA 642","400238"
"1562245_a_at","1562245_a_at",0.0058453212125385,0.000980902096479941,-3.90279523771629,-1.50787479110259,-0.668312599999999,"AL833487","ZNF578","zinc finger protein 578","147660"
"225838_at","225838_at",0.00584681778390401,0.000981296478618947,3.90261798287168,-1.50827347360806,0.676830676923077,"AK002010","EPC2","enhancer of polycomb homolog 2","26122"
"238847_at","238847_at",0.00584681778390401,0.000981367111163916,3.90258624462745,-1.5083448592469,0.835505523076923,"AW378585","HOXD10","homeobox D10","3236"
"219159_s_at","219159_s_at",0.00584732315316228,0.000981558882482366,-3.90250008502528,-1.50853864908943,-0.626692430769229,"NM_021181","SLAMF7","SLAM family member 7","57823"
"218188_s_at","218188_s_at",0.0058536582106813,0.000982787456944724,-3.90194850606829,-1.50977924863131,-0.473305030769227,"NM_012458","TIMM13","translocase of inner mitochondrial membrane 13","26517"
"207405_s_at","207405_s_at",0.0058536582106813,0.000982844919647519,-3.90192272456743,-1.50983723541828,-0.407762153846152,"NM_002873","RAD17","RAD17 checkpoint clamp loader component","5884"
"210708_x_at","210708_x_at",0.0058536582106813,0.000983069834826093,-3.90182182749161,-1.51006416899238,-0.400405015384615,"AF111344","CASP10","caspase 10","843"
"1556472_s_at","1556472_s_at",0.0058536582106813,0.000983086233440532,-3.9018144719661,-1.51008071271735,-0.336421092307691,"CA448477","SCML4","sex comb on midleg-like 4 (Drosophila)","256380"
"208223_s_at","208223_s_at",0.0058536582106813,0.00098315762869111,-3.90178244937298,-1.51015273649278,-0.452249369230768,"NM_020327","ACVR1B","activin A receptor type 1B","91"
"204700_x_at","204700_x_at",0.00585485896161357,0.000983466386894541,3.90164399018035,-1.51046415202566,0.677811476923081,"NM_014388","DIEXF","digestive organ expansion factor homolog (zebrafish)","27042"
"235590_at","235590_at",0.00585564468125768,0.000983724903791041,-3.90152809454749,-1.5107248179066,-0.302336384615383,"BF112155","SLF2","SMC5-SMC6 complex localization factor 2","55719"
"208407_s_at","208407_s_at",0.00585564468125768,0.000983844599665145,3.90147444403234,-1.51084548534929,0.543556092307696,"NM_001331","TMX2-CTNND1///CTNND1","TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1","100528016///1500"
"210049_at","210049_at",0.00585564468125768,0.00098391966505193,-3.90144080128213,-1.51092115247503,-0.394072723076922,"D29832","SERPINC1","serpin family C member 1","462"
"238207_at","238207_at",0.00586022848196594,0.000984797060673123,-3.90104776081249,-1.51180514936314,-0.52398986153846,"AW003138","SMIM4","small integral membrane protein 4","440957"
"214299_at","214299_at",0.00586140488806422,0.000985205608131053,3.90086486618306,-1.51221649920962,0.382128030769231,"AI676092","TOP3A","topoisomerase (DNA) III alpha","7156"
"215243_s_at","215243_s_at",0.00586140488806422,0.000985209161798083,-3.90086327564376,-1.51222007649679,-0.520489569230769,"AF099730","GJB3","gap junction protein beta 3","2707"
"1557236_at","1557236_at",0.00586245755368668,0.000985493321919236,3.90073611068702,-1.51250608316479,0.529752184615385,"BF512806","APOL6","apolipoprotein L6","80830"
"203981_s_at","203981_s_at",0.00586400313359944,0.000985860389648762,-3.90057189782987,-1.5128754129286,-0.77703046153846,"AL574660","ABCD4","ATP binding cassette subfamily D member 4","5826"
"1556319_at","1556319_at",0.00586639205174152,0.00098640372392143,-3.90032894178302,-1.51342184059803,-0.443671292307692,"BQ025632","TRIM44","tripartite motif containing 44","54765"
"236551_at","236551_at",0.00586639205174152,0.000986476607658191,3.90029636143807,-1.51349511616236,0.542446861538461,"BF508689","ZNF311","zinc finger protein 311","282890"
"242874_at","242874_at",0.00586792234501084,0.000986841261314581,-3.90013339078628,-1.51386164812124,-0.688158599999999,"","","",""
"234965_at","234965_at",0.00586912744170108,0.000987151274876692,-3.89999488714451,-1.51417315096917,-0.280352769230767,"AF144054","","",""
"231440_at","231440_at",0.00587047619757865,0.000987485497743591,-3.89984561627266,-1.51450886875834,-0.447745646153844,"AI970148","LINC00943","long intergenic non-protein coding RNA 943","100507206"
"1564520_s_at","1564520_s_at",0.00587096493847313,0.000987675089237785,3.89976096321181,-1.51469925725097,0.784310430769233,"AK027737","PRMT5","protein arginine methyltransferase 5","10419"
"230307_at","230307_at",0.00587399268140705,0.000988291882510534,3.89948567580618,-1.51531838809444,0.760349953846155,"AA770060","SLC25A21-AS1","SLC25A21 antisense RNA 1","100129794"
"212759_s_at","212759_s_at",0.00587688681500402,0.000988886304490845,3.89922053554531,-1.5159146936738,0.997088646153846,"","TCF7L2","transcription factor 7 like 2","6934"
"234500_at","234500_at",0.00588094501896497,0.000989676728294407,-3.89886821576206,-1.51670706162893,-0.326873461538461,"AF248272","","",""
"1558154_at","1558154_at",0.00588097811328269,0.000989789860053541,-3.89881781194465,-1.51682041935776,-0.751268923076923,"AF289551","","",""
"1558874_a_at","1558874_a_at",0.00588443236488123,0.000990493516566031,-3.89850443963832,-1.51752518765793,-0.416638476923074,"AF075062","","",""
"1554892_a_at","1554892_a_at",0.00588443236488123,0.000990586474373422,-3.89846305766045,-1.51761825452211,-0.248591599999999,"AY095480","MS4A3","membrane spanning 4-domains A3","932"
"205219_s_at","205219_s_at",0.00588547920315852,0.000990870344125729,-3.89833671152333,-1.51790240271699,-0.664132276923074,"NM_002044","GALK2","galactokinase 2","2585"
"225448_at","225448_at",0.00588981796812163,0.000991750873499508,3.89794503114193,-1.51878327299981,0.570168907692311,"AL519376","NAPG","NSF attachment protein gamma","8774"
"238336_s_at","238336_s_at",0.00588981796812163,0.000991816260310852,3.89791595939447,-1.51884865361568,0.285614307692308,"BF678298","DNAJC21","DnaJ heat shock protein family (Hsp40) member C21","134218"
"229538_s_at","229538_s_at",0.00589011451406083,0.000991973926757606,-3.89784586690738,-1.51900628721968,-0.589320430769229,"AW271106","IQGAP3","IQ motif containing GTPase activating protein 3","128239"
"238615_at","238615_at",0.00589039307054568,0.000992128574058622,-3.89777712742917,-1.51916087772486,-0.527028707692308,"AI817403","ERLIN2","ER lipid raft associated 2","11160"
"215096_s_at","215096_s_at",0.00589045461607811,0.000992246676069125,3.89772463924667,-1.51927891997116,0.481927769230772,"AU145746","ESD","esterase D","2098"
"210361_s_at","210361_s_at",0.00589087400723929,0.000992425065947528,3.89764536910587,-1.51945719267389,0.754588323076924,"AF256223","ELF2","E74 like ETS transcription factor 2","1998"
"244579_at","244579_at",0.00589300523716607,0.000992891892908529,-3.89743799509762,-1.51992355986762,-1.17491558461538,"AI086336","","",""
"235435_at","235435_at",0.00589527148016803,0.000993381548180851,3.89722058493563,-1.52041249496605,0.812106907692308,"BF433048","AASDH","aminoadipate-semialdehyde dehydrogenase","132949"
"208927_at","208927_at",0.00589566815637822,0.000993556221177301,3.8971430548839,-1.52058685215302,0.591601984615385,"BF673888","SPOP","speckle type BTB/POZ protein","8405"
"225512_at","225512_at",0.00589665366912355,0.000993830152006832,3.89702149584232,-1.52086022537424,0.417941276923081,"AI005245","ZBTB38","zinc finger and BTB domain containing 38","253461"
"205055_at","205055_at",0.00589733662207689,0.000994053119507281,3.89692257690321,-1.5210826828269,0.589601938461541,"NM_002208","ITGAE","integrin subunit alpha E","3682"
"205771_s_at","205771_s_at",0.00590049308036413,0.000994693090474919,-3.89663877855531,-1.52172091001489,-0.507385107692304,"","AKAP7","A-kinase anchoring protein 7","9465"
"1560274_at","1560274_at",0.0059015811252257,0.000994984450156936,3.89650963406173,-1.52201133842329,1.00341893846154,"BF679507","WTAP","Wilms tumor 1 associated protein","9589"
"215030_at","215030_at",0.00590643128245471,0.000995910196487426,3.89609954976457,-1.52293355604812,0.709211446153845,"AK023187","GRSF1","G-rich RNA sequence binding factor 1","2926"
"205614_x_at","205614_x_at",0.00590783545182794,0.000996255013550134,-3.89594690108368,-1.523276837455,-1.04264084615385,"NM_020998","MST1","macrophage stimulating 1","4485"
"224703_at","224703_at",0.00591007512271994,0.000996741255879184,3.8957317338599,-1.5237607104061,0.831086492307694,"","DCAF5","DDB1 and CUL4 associated factor 5","8816"
"239848_at","239848_at",0.00591007512271994,0.00099684888489663,3.89568412108916,-1.52386778273702,1.13138576923077,"BF939569","EIF3M","eukaryotic translation initiation factor 3 subunit M","10480"
"235610_at","235610_at",0.00591066404702728,0.000997056323835987,3.89559236903411,-1.52407411580945,0.776093553846153,"AI590659","ALKBH8","alkB homolog 8, tRNA methyltransferase","91801"
"229467_at","229467_at",0.00591193976985045,0.000997379651341573,-3.89544939647435,-1.52439563319533,-0.575620676923076,"AA504356","PCBP2","poly(rC) binding protein 2","5094"
"204243_at","204243_at",0.00592808568163448,0.00100021198743627,3.8941989382639,-1.52720762058674,1.30122510769231,"NM_012421","RLF","rearranged L-myc fusion","6018"
"226324_s_at","226324_s_at",0.00593675343032391,0.00100178302968758,-3.89350685755861,-1.52876390990263,-0.546469538461536,"AB033005","IFT172","intraflagellar transport 172","26160"
"211707_s_at","211707_s_at",0.00594014516973609,0.00100246400514229,3.89320720878414,-1.52943772491218,0.644549092307693,"BC005806","IQCB1","IQ motif containing B1","9657"
"243931_at","243931_at",0.00594227990330432,0.00100293294828884,-3.89300097852443,-1.52990146837026,-0.765339215384614,"","","",""
"207177_at","207177_at",0.00594371432163667,0.00100337671445691,3.89280590920183,-1.53034011236335,1.46166238461539,"NM_000959","PTGFR","prostaglandin F receptor","5737"
"223168_at","223168_at",0.00594371432163667,0.00100339246801475,3.89279898588707,-1.53035568048374,0.923216615384616,"","RHOU","ras homolog family member U","58480"
"223338_s_at","223338_s_at",0.00594951305117231,0.00100456446286365,-3.89228422626084,-1.53151318773975,-0.449679984615381,"BC001867","ATPIF1","ATPase inhibitory factor 1","93974"
"228771_at","228771_at",0.00594951305117231,0.00100458901670641,-3.89227344822192,-1.53153742347005,-0.864640707692306,"AI651212","GRK3","G protein-coupled receptor kinase 3","157"
"217467_at","217467_at",0.00595073270321515,0.00100490379604546,3.89213529747601,-1.53184807162652,0.478781984615386,"M90356","BTF3P13","basic transcription factor 3 pseudogene 13","132556"
"233173_x_at","233173_x_at",0.00595260392315417,0.00100532866257715,3.89194890006095,-1.53226720635851,0.334777800000003,"AK000194","GTF3C5","general transcription factor IIIC subunit 5","9328"
"203360_s_at","203360_s_at",0.00595896885202925,0.00100651261725633,-3.89142989042197,-1.53343424520963,-0.638667369230767,"D50692","GJA9-MYCBP///GJA9///MYCBP","GJA9-MYCBP readthrough///gap junction protein alpha 9///MYC binding protein","100527950///81025///26292"
"223186_at","223186_at",0.00595977742896439,0.00100675819540768,3.89132231281661,-1.53367614100463,0.751421938461538,"AB044550","TMEM189-UBE2V1///TMEM189///UBE2V1","TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V1","387522///387521///7335"
"1569521_s_at","1569521_s_at",0.00596059142207275,0.00100700471816527,-3.8912143477796,-1.53391890730408,-0.576590399999998,"BC019347","LOC101929747","uncharacterized LOC101929747","101929747"
"213392_at","213392_at",0.00596128530048372,0.00100723097587323,-3.89111528108675,-1.53414166452252,-0.526192538461537,"AW070229","IQCK","IQ motif containing K","124152"
"244015_at","244015_at",0.00596306801155322,0.00100764125027417,-3.89093569957107,-1.53454546257493,-0.983895584615382,"","","",""
"203535_at","203535_at",0.00596623527445117,0.00100828557724607,3.89065381810125,-1.53517928350005,1.81667801538462,"NM_002965","S100A9","S100 calcium binding protein A9","6280"
"211753_s_at","211753_s_at",0.00596759746353598,0.00100862493206284,-3.89050542879955,-1.53551294051922,-0.411105138461538,"BC005956","RLN1","relaxin 1","6013"
"223014_at","223014_at",0.00596887946463621,0.00100901641673464,3.89033430667256,-1.53589771129802,0.640362338461541,"BC004862","UBE2R2","ubiquitin conjugating enzyme E2 R2","54926"
"1553243_at","1553243_at",0.00596887946463621,0.00100905995229323,3.8903152809132,-1.53594049091216,1.07452798461539,"NM_032817","ITIH5","inter-alpha-trypsin inhibitor heavy chain family member 5","80760"
"227195_at","227195_at",0.00597162428900782,0.00100963319483472,3.8900648408885,-1.5365036059365,0.7491868,"","ZNF503","zinc finger protein 503","84858"
"1554582_a_at","1554582_a_at",0.00597359699837653,0.00101015403064773,-3.88983741960218,-1.53701496016352,-0.418976769230769,"BC039535","ETFBKMT","electron transfer flavoprotein beta subunit lysine methyltransferase","254013"
"201548_s_at","201548_s_at",0.00597359699837653,0.00101018523725632,3.8898237970561,-1.53704559021262,0.798315538461537,"W02593","KDM5B","lysine demethylase 5B","10765"
"225472_at","225472_at",0.00597573438502495,0.00101065598277688,3.88961835462302,-1.53750752252951,0.710986723076925,"","GPANK1","G-patch domain and ankyrin repeats 1","7918"
"234388_at","234388_at",0.00597710570409181,0.00101099723002179,-3.88946948748768,-1.5378422451552,-0.350820753846151,"","","",""
"228259_s_at","228259_s_at",0.00597724411941535,0.00101116005405799,3.88939847413111,-1.53800191579414,0.755942400000001,"AW590155","EPB41L4A-AS1","EPB41L4A antisense RNA 1","114915"
