"","ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Gene.symbol","Gene.title","Gene.ID"
"227205_at","227205_at",0.00804733296253255,0.001484212265097,3.72007834689846,-1.91775523193018,0.731008753846156,"AW575233","TAF1","TATA-box binding protein associated factor 1","6872"
"228699_at","228699_at",0.00804988255670423,0.00148482973176703,3.71989470048092,-1.91816592840142,0.393660769230767,"","NRP2","neuropilin 2","8828"
"225806_at","225806_at",0.00805253729720569,0.00148561396830204,3.71966156296441,-1.91868729977952,1.12702932307692,"AI289311","AJUBA","ajuba LIM protein","84962"
"226626_at","226626_at",0.00805890488647383,0.00148708351896908,3.71922502489799,-1.91966352838377,0.579040984615387,"AL133117","THOC2","THO complex 2","57187"
"212046_x_at","212046_x_at",0.0080766382577154,0.00149109440463428,3.71803574907693,-1.92232301834619,0.50653586153846,"X60188","MAPK3","mitogen-activated protein kinase 3","5595"
"240044_x_at","240044_x_at",0.00807845103727326,0.00149190161738795,3.71779678536518,-1.92285738053661,0.752957076923078,"AI864078","TNRC6B","trinucleotide repeat containing 6B","23112"
"232057_at","232057_at",0.00807845103727326,0.00149216784682986,3.71771800016687,-1.92303355612309,0.68437504615385,"AK023353","SLC7A6OS","solute carrier family 7 member 6 opposite strand","84138"
"206274_s_at","206274_s_at",0.00808166552086655,0.00149300346851044,3.71747080565372,-1.92358631684738,0.410546753846156,"NM_014675","CROCC","ciliary rootlet coiled-coil, rootletin","9696"
"220938_s_at","220938_s_at",0.00808166552086655,0.00149305721858753,3.71745490995722,-1.92362186161656,0.353142292307694,"NM_006582","GMEB1","glucocorticoid modulatory element binding protein 1","10691"
"228686_at","228686_at",0.00808370805168031,0.00149358241862048,3.7172996206698,-1.92396910676942,1.1130036,"","LOC101929964///LINC01184","uncharacterized LOC101929964///long intergenic non-protein coding RNA 1184","101929964///644873"
"212633_at","212633_at",0.00809615478774999,0.00149646641118234,3.71644785850788,-1.92587371016461,0.501149230769235,"","UFL1","UFM1 specific ligase 1","23376"
"212755_at","212755_at",0.0080970184785611,0.00149678218130438,3.71635469770618,-1.92608202080832,0.474182676923079,"BG548738","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking","23041"
"236388_at","236388_at",0.00810043065710595,0.00149756109889395,3.71612497929922,-1.92659567556597,0.416022830769232,"BF112161","STRN","striatin","6801"
"219831_at","219831_at",0.0081017280670517,0.00149794913634798,3.71601058361031,-1.92685146480654,0.638205169230772,"NM_016508","CDKL3","cyclin dependent kinase like 3","51265"
"212662_at","212662_at",0.00810722601110978,0.00149926222584967,3.71562369566719,-1.92771653943849,0.585486015384619,"BE615277","PVR","poliovirus receptor","5817"
"1566851_at","1566851_at",0.00810785857929397,0.00149982408177374,3.71545825367542,-1.92808646084534,0.380150276923078,"AL833848","TRIM42","tripartite motif containing 42","287015"
"202270_at","202270_at",0.00810982504572433,0.0015004845022871,3.71526386749641,-1.92852109720574,1.15149695384616,"NM_002053","GBP1","guanylate binding protein 1","2633"
"1560813_at","1560813_at",0.00811208110459908,0.0015011139456648,3.71507867819792,-1.92893516680757,0.361462046153847,"BF692592","","",""
"201692_at","201692_at",0.00811208110459908,0.00150119865782046,3.71505376082722,-1.92899087998119,0.620876984615388,"NM_005866","SIGMAR1","sigma non-opioid intracellular receptor 1","10280"
"203072_at","203072_at",0.00811652877893478,0.00150217018224126,3.71476809497958,-1.92962960125088,0.44694390769231,"NM_004998","MYO1E","myosin IE","4643"
"212744_at","212744_at",0.00811829711932438,0.00150264594142776,3.71462827033333,-1.92994223307456,0.511896230769233,"AI813772","BBS4","Bardet-Biedl syndrome 4","585"
"240346_at","240346_at",0.00811975215338243,0.00150306376853011,3.7145055081078,-1.93021671388298,0.504109646153847,"AW291591","LOC102724030","uncharacterized LOC102724030","102724030"
"211009_s_at","211009_s_at",0.00812304681223281,0.0015038222191755,3.71428275359202,-1.93071476144799,0.392952753846157,"AF159567","ZNF271P","zinc finger protein 271, pseudogene","10778"
"1562056_at","1562056_at",0.00813836930467547,0.00150680772695436,3.71340700349474,-1.93267277270712,1.50041890769231,"BU955063","","",""
"1563053_at","1563053_at",0.00814044502421519,0.00150734093141572,3.71325077824393,-1.93302205571943,0.317120907692308,"BC038366","LOC729083","uncharacterized LOC729083","729083"
"234972_at","234972_at",0.00814275948898252,0.00150836521452977,3.71295082441377,-1.93369267613503,0.546209584615385,"BE746724","ARL16","ADP ribosylation factor like GTPase 16","339231"
"204237_at","204237_at",0.00814510539540244,0.0015089487434848,3.71278003276013,-1.93407451928308,0.646726230769232,"NM_016315","GULP1","GULP, engulfment adaptor PTB domain containing 1","51454"
"224819_at","224819_at",0.00815217692825444,0.00151072856477545,3.71225950656285,-1.93523825689665,0.460225615384619,"AI743979","TCEAL8","transcription elongation factor A like 8","90843"
"208999_at","208999_at",0.00815217692825444,0.00151080517040357,3.71223711618394,-1.9352883144137,0.725519261538466,"D86957","SEPT8","septin 8","23176"
"229459_at","229459_at",0.00815217692825444,0.00151085521379062,3.71222249005618,-1.9353210135972,1.49002164615385,"AV723914","FAM19A5","family with sequence similarity 19 member A5, C-C motif chemokine like","25817"
"203149_at","203149_at",0.00815279251657422,0.00151111841541771,3.71214557232301,-1.93549297589644,0.482830123076923,"NM_002856","NECTIN2","nectin cell adhesion molecule 2","5819"
"223818_s_at","223818_s_at",0.00816423794011563,0.00151378281787958,3.71136767955131,-1.93723205454124,0.61997710769231,"AF059317","RSF1","remodeling and spacing factor 1","51773"
"1556936_at","1556936_at",0.00817732987154303,0.0015167133466359,3.71051365960636,-1.93914126402982,0.512007215384616,"BC036850","GAS1RR","GAS1 adjacent regulatory RNA","100506834"
"243995_at","243995_at",0.0081785222104395,0.00151708408337041,3.71040573576092,-1.9393825292773,0.626372323076923,"N36417","PTAR1","protein prenyltransferase alpha subunit repeat containing 1","375743"
"220038_at","220038_at",0.0081833308236041,0.00151827540694358,3.71005911123497,-1.94015740626334,0.751031276923078,"NM_013257","C8orf44-SGK3///SGK3","C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3","100533105///23678"
"235409_at","235409_at",0.00819096410513047,0.00151999125396715,3.70956034757428,-1.94127237078619,1.06766746153846,"AU149225","MGA","MGA, MAX dimerization protein","23269"
"235513_at","235513_at",0.00820107865336877,0.00152246819079457,3.70884133614089,-1.94287965106806,0.711458507692308,"AW131450","","",""
"207119_at","207119_at",0.00820314139772967,0.00152300115826893,3.70868677705057,-1.94322514696026,0.949589676923078,"NM_006258","PRKG1","protein kinase, cGMP-dependent, type I","5592"
"230534_at","230534_at",0.00820777799912644,0.00152401211243039,3.70839375082088,-1.94388016158102,0.581253292307693,"AW025362","ZNF678","zinc finger protein 678","339500"
"203099_s_at","203099_s_at",0.0082089380201666,0.00152467792583067,3.70820086956365,-1.94431131353271,0.423165861538465,"AF081258","CDYL","chromodomain Y-like","9425"
"206688_s_at","206688_s_at",0.00822533852008279,0.00152802493550034,3.70723253213444,-1.94647581096358,0.278042600000003,"NM_006693","CPSF4","cleavage and polyadenylation specific factor 4","10898"
"200876_s_at","200876_s_at",0.00823922503776248,0.00153163060118961,3.7061917183114,-1.94880222026781,0.525304015384618,"NM_002793","PSMB1","proteasome subunit beta 1","5689"
"208944_at","208944_at",0.00824605817013553,0.00153323141028985,3.7057304082233,-1.94983330198089,0.75055541538462,"D50683","TGFBR2","transforming growth factor beta receptor 2","7048"
"209912_s_at","209912_s_at",0.0082461265964634,0.00153339495393221,3.70568330630697,-1.94993857918044,0.871536446153846,"","MIR4656///AP5Z1","microRNA 4656///adaptor related protein complex 5 zeta 1 subunit","100616465///9907"
"225578_at","225578_at",0.00825570459084688,0.00153547800611471,3.70508380660975,-1.95127849999624,0.599113323076925,"AI885466","MZT1","mitotic spindle organizing protein 1","440145"
"228744_at","228744_at",0.00825756695592419,0.00153607300002942,3.70491271657598,-1.95166089148966,0.269131876923077,"","HAUS2","HAUS augmin like complex subunit 2","55142"
"220911_s_at","220911_s_at",0.00825845290321648,0.00153644230327422,3.70480655684816,-1.95189816044104,0.824632061538464,"NM_025081","NYNRIN","NYN domain and retroviral integrase containing","57523"
"217823_s_at","217823_s_at",0.00825925480465349,0.00153674255377668,3.70472026567993,-1.95209102205619,0.472762153846157,"AL562528","UBE2J1","ubiquitin conjugating enzyme E2 J1","51465"
"236087_at","236087_at",0.00826243302904221,0.00153778726115288,3.70442015020481,-1.95276177795327,0.689865200000001,"AI912773","ABLIM2","actin binding LIM protein family member 2","84448"
"201388_at","201388_at",0.00826437329266985,0.00153829953359856,3.70427306257571,-1.95309051480282,0.575259323076923,"NM_002809","PSMD3","proteasome 26S subunit, non-ATPase 3","5709"
"238647_at","238647_at",0.00826686794968086,0.00153891507986926,3.7040963865559,-1.95348537835322,0.953065892307692,"AA496213","C14orf28","chromosome 14 open reading frame 28","122525"
"224638_at","224638_at",0.00827152488633916,0.00153994195675402,3.70380180541627,-1.95414374875361,0.5225084,"AI338356","SPPL3","signal peptide peptidase like 3","121665"
"242447_at","242447_at",0.00827152488633916,0.00154010705807082,3.70375446086742,-1.95424956013406,1.86688566153847,"AI656180","C3orf70","chromosome 3 open reading frame 70","285382"
"202305_s_at","202305_s_at",0.00827152488633916,0.00154038713109658,3.70367415850187,-1.95442902921175,0.631994615384619,"","FEZ2","fasciculation and elongation protein zeta 2","9637"
"225189_s_at","225189_s_at",0.00827203171033099,0.00154063281035758,3.7036037294437,-1.95458643179904,0.818821092307695,"AA194149","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","65059"
"218008_at","218008_at",0.00828157988677013,0.00154256258924311,3.70305090621122,-1.95582192644924,0.432680784615386,"NM_017994","TMEM248","transmembrane protein 248","55069"
"202638_s_at","202638_s_at",0.00830390261582258,0.0015474799040259,3.70164534604054,-1.95896306450626,1.69810587692308,"NM_000201","ICAM1","intercellular adhesion molecule 1","3383"
"221046_s_at","221046_s_at",0.00830426792591153,0.00154769986584433,3.7015825761612,-1.95910333816086,0.722546600000001,"NM_014170","GTPBP8","GTP binding protein 8 (putative)","29083"
"231053_at","231053_at",0.00832304189721275,0.00155150330162583,3.70049860047291,-1.96152567410562,0.446969215384617,"","KCNB1","potassium voltage-gated channel subfamily B member 1","3745"
"221499_s_at","221499_s_at",0.008325265544717,0.00155207008134066,3.70033729493354,-1.96188613093581,0.620631030769236,"","STX16","syntaxin 16","8675"
"238974_at","238974_at",0.00833430912367109,0.00155422974366568,3.69972319101847,-1.963258399379,0.411604815384621,"N47077","C2orf69","chromosome 2 open reading frame 69","205327"
"1558034_s_at","1558034_s_at",0.00833430912367109,0.00155436580034886,3.69968453145636,-1.9633447863886,2.65031996923077,"AL556703","CP","ceruloplasmin (ferroxidase)","1356"
"231285_at","231285_at",0.00833495452825034,0.00155494350595617,3.69952041786852,-1.96371150612055,0.378467199999999,"AI458583","","",""
"213408_s_at","213408_s_at",0.00835356183783395,0.00155872039999235,3.69844897536188,-1.96610563654391,0.746184523076924,"","PI4KAP1///PI4KAP2///PI4KA","phosphatidylinositol 4-kinase alpha pseudogene 1///phosphatidylinositol 4-kinase alpha pseudogene 2///phosphatidylinositol 4-kinase alpha","728233///375133///5297"
"223701_s_at","223701_s_at",0.0083536546112498,0.00155901369632082,3.69836588003108,-1.96629130813077,1.17601216923077,"AF059318","USP47","ubiquitin specific peptidase 47","55031"
"208562_s_at","208562_s_at",0.00837392197218322,0.00156328525962641,3.69715743861351,-1.96899142838633,0.771486630769232,"NM_020297","ABCC9","ATP binding cassette subfamily C member 9","10060"
"222433_at","222433_at",0.00839704104537865,0.0015679084047969,3.69585322567465,-1.97190539077381,1.01170881538462,"AK025108","ENAH","enabled homolog (Drosophila)","55740"
"205300_s_at","205300_s_at",0.00839968120520128,0.00156870863806695,3.69562786384475,-1.97240889409389,0.297125000000003,"NM_022717","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35","11066"
"214394_x_at","214394_x_at",0.00840976074498418,0.00157089870120756,3.69501168158991,-1.97378554476098,0.237285523076924,"","EEF1D","eukaryotic translation elongation factor 1 delta","1936"
"208738_x_at","208738_x_at",0.00842929422446182,0.00157516413518658,3.69381403282126,-1.97646118691048,0.362888061538468,"","LOC101929087///SUMO2///SUMO3","small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3","101929087///6613///6612"
"208165_s_at","208165_s_at",0.00843384025069264,0.00157642818987094,3.69345973050055,-1.97725270134275,0.993356846153847,"NM_005865","PRSS16","protease, serine 16","10279"
"1569129_s_at","1569129_s_at",0.00845777992564389,0.00158169083979419,3.69198768859327,-1.98054113315952,0.974618523076924,"BC016013","C3orf38","chromosome 3 open reading frame 38","285237"
"1559532_at","1559532_at",0.00845777992564389,0.00158172473232206,3.6919782241279,-1.98056227542966,0.743603553846155,"BF792268","ARIH2OS","ariadne homolog 2 opposite strand","646450"
"224968_at","224968_at",0.0084646368173848,0.00158316188558897,3.69157708538613,-1.98145835483012,0.973750476923078,"AL518311","CFAP36","cilia and flagella associated protein 36","112942"
"234488_s_at","234488_s_at",0.00846636757743349,0.00158379529185167,3.69140040366909,-1.98185302869162,0.676393646153846,"AF198534","GMCL1P1///GMCL1","germ cell-less, spermatogenesis associated 1 pseudogene 1///germ cell-less, spermatogenesis associated 1","64396///64395"
"233899_x_at","233899_x_at",0.00846742632694934,0.0015841817005071,3.6912926536992,-1.98209372054087,0.693186553846157,"AK024296","ZBTB10","zinc finger and BTB domain containing 10","65986"
"228006_at","228006_at",0.00847351617649818,0.0015857524923261,3.69085490743666,-1.98307154708707,0.512804630769233,"BG403361","PTEN","phosphatase and tensin homolog","5728"
"1555974_a_at","1555974_a_at",0.00847630321029723,0.00158658347365757,3.69062350484676,-1.98358844126424,0.984882615384618,"BU617042","","",""
"238452_at","238452_at",0.00847630321029723,0.00158658412536227,3.69062332341444,-1.98358884653572,1.86365395384616,"AI393356","FCRLB","Fc receptor like B","127943"
"201101_s_at","201101_s_at",0.00847711559181465,0.00158689123149928,3.69053783436862,-1.98377980594867,0.573227784615392,"BE963370","BCLAF1","BCL2 associated transcription factor 1","9774"
"229481_at","229481_at",0.00848021719140248,0.00158778204642684,3.69028995144726,-1.98433350558576,0.382887092307693,"AI990367","NKD1","naked cuticle homolog 1","85407"
"221548_s_at","221548_s_at",0.00848361835503186,0.00158857402320651,3.69006968777022,-1.98482550699715,0.391247030769232,"AY024365","ILKAP","ILK associated serine/threonine phosphatase","80895"
"209447_at","209447_at",0.00849178773237118,0.00159056969670257,3.68951513686385,-1.98606418372325,0.773131446153851,"AF043290","SYNE1","spectrin repeat containing nuclear envelope protein 1","23345"
"205268_s_at","205268_s_at",0.00850980443457322,0.00159471859808019,3.68836446365945,-1.98863430336283,0.712885476923078,"NM_017488","ADD2","adducin 2","119"
"204181_s_at","204181_s_at",0.00851852913873567,0.00159682496832011,3.68778141225434,-1.98993654833895,0.426917307692311,"T90308","ZBTB43","zinc finger and BTB domain containing 43","23099"
"1560306_at","1560306_at",0.00852569652518506,0.00159863631963781,3.68728063401018,-1.99105501127137,0.288561630769232,"AF086010","SSH2","slingshot protein phosphatase 2","85464"
"232013_at","232013_at",0.00853437579879585,0.00160041984572572,3.68678809904269,-1.99215504071521,0.697918492307694,"AL133663","ERCC6L2","ERCC excision repair 6 like 2","375748"
"1557322_at","1557322_at",0.00853983753552561,0.00160160025769144,3.68646241866876,-1.99288240419292,0.739616261538462,"BM972759","ZNF230","zinc finger protein 230","7773"
"235429_at","235429_at",0.00854354926988175,0.00160245263397599,3.68622739289393,-1.99340729668772,0.427804523076925,"AW965494","EIF3E","eukaryotic translation initiation factor 3 subunit E","3646"
"208988_at","208988_at",0.00854359471791339,0.0016026174197882,3.68618197081739,-1.99350873904589,0.650570046153845,"BE675843","KDM2A","lysine demethylase 2A","22992"
"206184_at","206184_at",0.00854365602915372,0.00160278518319213,3.68613573275462,-1.99361200357255,0.411899061538464,"NM_005207","CRKL","CRK like proto-oncogene, adaptor protein","1399"
"214779_s_at","214779_s_at",0.00855231131248726,0.00160503459309432,3.68551622632204,-1.99499554244783,0.369558323076925,"R51077","SGSM3","small G protein signaling modulator 3","27352"
"211105_s_at","211105_s_at",0.00855312181832119,0.00160534313853886,3.68543131758922,-1.99518516569236,1.039233,"U80918","NFATC1","nuclear factor of activated T-cells 1","4772"
"216210_x_at","216210_x_at",0.00856609688360289,0.00160809178625149,3.6846756309948,-1.9968727806555,0.472805830769232,"AA046650","TRIOBP","TRIO and F-actin binding protein","11078"
"224671_at","224671_at",0.00857012811250901,0.00160963229240704,3.68425266009831,-1.99781734493826,0.610591138461539,"AL571373","MRPL10","mitochondrial ribosomal protein L10","124995"
"212291_at","212291_at",0.00858315819307999,0.00161239355831961,3.68349551533681,-1.99950813354562,0.508682661538462,"","HIPK1","homeodomain interacting protein kinase 1","204851"
"230063_at","230063_at",0.00859171596975685,0.00161457207348421,3.68289907051102,-2.00084002381056,0.628522953846159,"BF063192","ZNF264","zinc finger protein 264","9422"
"240239_at","240239_at",0.00859171596975685,0.00161462975014635,3.68288329037048,-2.00087526118189,0.598501000000001,"N63953","ZNF566","zinc finger protein 566","84924"
"239754_at","239754_at",0.00859308802567904,0.00161504476546644,3.68276976008526,-2.00112877591053,0.993907507692309,"BE671886","SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A","small nucleolar RNA, C/D box 65///small nucleolar RNA, C/D box 49B///LRRC75A antisense RNA 1///small nucleolar RNA, C/D box 49A","692106///692087///125144///26800"
"202911_at","202911_at",0.00859594700667683,0.00161621097811866,3.68245088969983,-2.00184081156793,0.523277092307691,"NM_000179","MSH6","mutS homolog 6","2956"
"238944_at","238944_at",0.00859839861390865,0.00161682919340823,3.68228194756606,-2.00221805450493,0.518312369230771,"","LOC100505715","uncharacterized LOC100505715","100505715"
"218504_at","218504_at",0.00861151162911578,0.00161960995120617,3.6815228315389,-2.00391310600863,0.738192384615385,"NM_016044","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A","51011"
"211703_s_at","211703_s_at",0.0086119245786111,0.00161991806437156,3.68143879975414,-2.00410073964051,0.632948492307693,"AF353990","TM2D1","TM2 domain containing 1","83941"
"224854_s_at","224854_s_at",0.0086119245786111,0.00162000263906749,3.68141573645231,-2.00415223731395,1.00380483076923,"AI979301","SLAIN2","SLAIN motif family member 2","57606"
"211031_s_at","211031_s_at",0.00861721156912438,0.0016211547910382,3.68110166665558,-2.00485351374312,0.465739215384616,"BC006259","CLIP2","CAP-Gly domain containing linker protein 2","7461"
"226140_s_at","226140_s_at",0.00861735911501716,0.00162134015941804,3.68105115704199,-2.00496629418893,1.09790626153846,"AI934347","OTUD1","OTU deubiquitinase 1","220213"
"238389_s_at","238389_s_at",0.00861935397677116,0.0016220307831184,3.68086302475295,-2.00538636348092,0.756719138461539,"AI458208","","",""
"1559282_at","1559282_at",0.00863336011622974,0.00162545604090478,3.67993112723878,-2.00746709274607,0.39310956923077,"BC021687","","",""
"209687_at","209687_at",0.00864337572287422,0.00162765791390422,3.67933310107804,-2.00880231540275,1.17000698461539,"U19495","CXCL12","C-X-C motif chemokine ligand 12","6387"
"235837_at","235837_at",0.00864564522997879,0.00162824341898659,3.67917421382936,-2.00915705989766,0.459967692307693,"","SNIP1","Smad nuclear interacting protein 1","79753"
"236118_at","236118_at",0.00864566138931974,0.00162840459052976,3.67913048701745,-2.00925468749218,0.425755061538461,"N63706","GATA6-AS1","GATA6 antisense RNA 1 (head to head)","100128893"
"207961_x_at","207961_x_at",0.00865046390601094,0.00162946735743954,3.6788422595345,-2.00989820021677,1.23552383076923,"NM_002474","MYH11","myosin heavy chain 11","4629"
"205303_at","205303_at",0.00865220885132518,0.0016300078228973,3.67869575432907,-2.01022529291041,1.04507003076923,"BF514158","KCNJ8","potassium voltage-gated channel subfamily J member 8","3764"
"1568854_at","1568854_at",0.00865940114691824,0.00163162598290904,3.67825740432902,-2.01120395657614,0.951253938461541,"AI028608","LINC00240","long intergenic non-protein coding RNA 240","100133205"
"1556181_at","1556181_at",0.00866639380665012,0.001633260572176,3.67781504194087,-2.01219156005394,0.438890476923079,"BC018095","ANKRD65","ankyrin repeat domain 65","441869"
"224744_at","224744_at",0.00867338645227025,0.001634895670363,3.67737298156371,-2.01317847091457,0.569239507692308,"AW628838","IMPAD1","inositol monophosphatase domain containing 1","54928"
"212279_at","212279_at",0.00867526936727406,0.00163556793119087,3.67719135846542,-2.01358394370664,0.917084200000004,"BE779865","TMEM97","transmembrane protein 97","27346"
"201455_s_at","201455_s_at",0.00869791273991756,0.00164063235641097,3.67582549345761,-2.01663313206588,0.577769876923078,"AJ132583","NPEPPS","aminopeptidase puromycin sensitive","9520"
"214167_s_at","214167_s_at",0.00871121516723149,0.00164361949090371,3.67502183157852,-2.0184271631133,0.449901461538467,"","RPLP0","ribosomal protein lateral stalk subunit P0","6175"
"225691_at","225691_at",0.00871278183361181,0.0016440744431161,3.67489955805824,-2.01870011148072,0.297269769230772,"AI693362","CDK12","cyclin dependent kinase 12","51755"
"239632_at","239632_at",0.00871414148780464,0.00164452208513717,3.67477928202994,-2.01896859951506,0.777865661538462,"","","",""
"200945_s_at","200945_s_at",0.00871414148780464,0.00164480914776669,3.67470216886425,-2.01914073585928,0.457842723076924,"","SEC31A","SEC31 homolog A, COPII coat complex component","22872"
"222968_at","222968_at",0.0087148567502646,0.00164526294240935,3.67458029401276,-2.01941279060958,1.00926643076923,"","","",""
"201983_s_at","201983_s_at",0.00873233107031916,0.0016490410297402,3.67356691370748,-2.02167485118569,1.39028863076923,"","EGFR","epidermal growth factor receptor","1956"
"216521_s_at","216521_s_at",0.00873951508059614,0.00165087721540735,3.67307523380836,-2.02277234066402,0.88984773846154,"S72931","BRCC3","BRCA1/BRCA2-containing complex subunit 3","79184"
"223198_x_at","223198_x_at",0.00874593899368544,0.00165241060456828,3.67266505045199,-2.02368790239264,0.507027230769233,"BC002672","LOC101928879///ZNF250///COMMD5","COMM domain-containing protein 5-like///zinc finger protein 250///COMM domain containing 5","101928879///58500///28991"
"219825_at","219825_at",0.00874761892270991,0.00165288799433957,3.67253742530512,-2.0239727685706,1.88226286153846,"NM_019885","CYP26B1","cytochrome P450 family 26 subfamily B member 1","56603"
"232461_at","232461_at",0.00876122770724922,0.00165681852946266,3.67148802734578,-2.02631502250826,0.525954461538462,"AI962891","AHI1","Abelson helper integration site 1","54806"
"228620_at","228620_at",0.00876122770724922,0.00165690159109203,3.67146587773695,-2.02636445925892,0.435215553846154,"","LOC101927027","uncharacterized LOC101927027","101927027"
"214464_at","214464_at",0.00877386267211187,0.00165961203026943,3.67074370358519,-2.02797628804886,0.653656461538464,"NM_003607","CDC42BPA","CDC42 binding protein kinase alpha","8476"
"233073_at","233073_at",0.00878374335471775,0.00166196296304628,3.67011826487027,-2.02937217178227,1.57946609230769,"AU157438","","",""
"202012_s_at","202012_s_at",0.00878717400390938,0.00166288322718334,3.66987367838832,-2.02991804133143,0.692007938461538,"AA196245","EXT2","exostosin glycosyltransferase 2","2132"
"212593_s_at","212593_s_at",0.00878717400390938,0.0016629335055958,3.66986031933687,-2.02994785597672,0.456509953846158,"N92498","MIR4680///PDCD4","microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)","100616113///27250"
"204251_s_at","204251_s_at",0.00879296711965161,0.00166419064936726,3.6695264246368,-2.03069303449533,0.466103092307694,"NM_014956","CEP164","centrosomal protein 164","22897"
"216048_s_at","216048_s_at",0.0087947491428986,0.00166493232891174,3.66932955359211,-2.0311324017828,0.879958046153845,"","RHOBTB3","Rho related BTB domain containing 3","22836"
"202047_s_at","202047_s_at",0.0087947491428986,0.00166501048702594,3.66930881241425,-2.03117869072618,0.375491107692312,"AI458128","CBX6","chromobox 6","23466"
"204516_at","204516_at",0.00880096614974842,0.00166686454901683,3.66881707476341,-2.0322761099192,0.662826676923079,"BG390306","ATXN7","ataxin 7","6314"
"1568957_x_at","1568957_x_at",0.00881591622876443,0.00167046899186099,3.66786265038397,-2.03440604889716,0.459069123076926,"BE877775","SRGAP2C///SRGAP2B///SRGAP2","SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2","653464///647135///23380"
"228634_s_at","228634_s_at",0.00881839561559592,0.00167110008181416,3.66769575377845,-2.03477849436939,0.55456876923077,"","YBX3","Y-box binding protein 3","8531"
"205253_at","205253_at",0.00881876194064452,0.00167133079522558,3.6676347554596,-2.03491461718924,0.6758804,"NM_002585","PBX1","PBX homeobox 1","5087"
"228558_at","228558_at",0.00882313034731941,0.00167248144343152,3.66733066036542,-2.03559322535582,0.41811736923077,"AL518291","C14orf80","chromosome 14 open reading frame 80","283643"
"215766_at","215766_at",0.00882415443609997,0.00167283695894241,3.6672367461832,-2.03580279922786,0.418058215384617,"AL096729","GSTA1","glutathione S-transferase alpha 1","2938"
"227805_at","227805_at",0.00882653601351324,0.00167344988232425,3.66707488079416,-2.03616400739846,0.638275753846155,"AA779679","METAP1D","methionyl aminopeptidase type 1D (mitochondrial)","254042"
"211121_s_at","211121_s_at",0.00882852754460023,0.0016739889356172,3.66693257221753,-2.03648157179556,0.477368953846156,"AF180527","DOK1","docking protein 1","1796"
"203430_at","203430_at",0.00883210862827906,0.00167499102636718,3.66666814391542,-2.03707164361134,0.750453723076923,"NM_014320","HEBP2","heme binding protein 2","23593"
"242736_at","242736_at",0.00883782167256057,0.00167639777898721,3.666297199739,-2.03789939431447,1.4608194,"AI377221","","",""
"232117_at","232117_at",0.00884575478224521,0.00167806435485043,3.66585814300219,-2.03887911905657,0.372272246153846,"AA461597","ZNF471","zinc finger protein 471","57573"
"1554544_a_at","1554544_a_at",0.00885036501364322,0.0016792626730962,3.66554271548821,-2.03958296230173,0.624766015384618,"L18865","MBP","myelin basic protein","4155"
"222292_at","222292_at",0.0088557398259049,0.00168060642768339,3.66518927119389,-2.04037162461551,1.13621161538462,"AW298127","CD40","CD40 molecule","958"
"205376_at","205376_at",0.00885775001864795,0.00168114992123475,3.66504639718216,-2.04069042490328,1.54071881538462,"NM_003866","INPP4B","inositol polyphosphate-4-phosphatase type II B","8821"
"201699_at","201699_at",0.00886283982729431,0.00168244013840855,3.66470740746182,-2.04144681786494,0.4548486,"NM_002806","PSMC6","proteasome 26S subunit, ATPase 6","5706"
"226774_at","226774_at",0.00886353440969524,0.00168279214830122,3.66461496572979,-2.04165308259859,0.552998584615388,"N48188","FAM120B","family with sequence similarity 120B","84498"
"205534_at","205534_at",0.00886353440969524,0.00168289621777862,3.66458763959917,-2.04171405508748,1.13978203076923,"NM_002589","PCDH7","protocadherin 7","5099"
"229585_at","229585_at",0.00886952075552928,0.00168451949749275,3.66416162262055,-2.04266461268863,1.38891826153846,"AI803088","ADAMTSL1","ADAMTS like 1","92949"
"211709_s_at","211709_s_at",0.00887107598820367,0.00168497712185633,3.66404159636241,-2.04293242015108,0.932340061538463,"BC005810","CLEC11A","C-type lectin domain family 11 member A","6320"
"201892_s_at","201892_s_at",0.00889266213671167,0.00169003821417576,3.66271632126241,-2.04588933533506,0.686891784615387,"NM_000884","IMPDH2","inosine monophosphate dehydrogenase 2","3615"
"220392_at","220392_at",0.00889266213671167,0.0016900530820772,3.66271243382775,-2.04589800861636,1.61722387692308,"NM_022659","EBF2","early B-cell factor 2","64641"
"201624_at","201624_at",0.00889326840188969,0.00169033095989826,3.66263978477249,-2.04606009613755,1.11422873846154,"NM_001349","DARS","aspartyl-tRNA synthetase","1615"
"227693_at","227693_at",0.00889626563392051,0.00169106335131844,3.66244836337073,-2.04648717454622,0.776328861538465,"AI092930","WDR20","WD repeat domain 20","91833"
